"CODGEO";"LIBGEO";"P12_POP";"SUPERF";"typoA";"typoB"
"43038";"Bournoncle-Saint-Pierre";1007;16;"CLASSE 2";"E"
"43039";"Le Brignon";599;35;"CLASSE 1";"E"
"43040";"Brioude";6616;14;"CLASSE 3";"A"
"43041";"Brives-Charensac";4275;5;"CLASSE 5";"E"
"43042";"Cayres";706;29;"CLASSE 4";"D"
"43043";"Céaux-d'Allègre";466;32;"CLASSE 4";"C"
"43044";"Cerzat";200;10;"CLASSE 4";"D"
"43045";"Ceyssac";401;11;"CLASSE 3";"F"
"43046";"Chadrac";2654;2;"CLASSE 1";"F"
"43047";"Chadron";271;14;"CLASSE 4";"B"
"43048";"La Chaise-Dieu";695;14;"CLASSE 5";"D"
"43049";"Chamalières-sur-Loire";482;13;"CLASSE 2";"F"
"43050";"Chambezon";98;5;"CLASSE 5";"F"
"43051";"Le Chambon-sur-Lignon";2609;42;"CLASSE 2";"C"
"43052";"Champagnac-le-Vieux";229;21;"CLASSE 4";"D"
"43053";"Champclause";203;22;"CLASSE 2";"E"
"43054";"Chanaleilles";195;49;"CLASSE 5";"C"
"43055";"Chaniat";159;14;"CLASSE 3";"B"
"43056";"Chanteuges";447;16;"CLASSE 5";"F"
"43057";"La Chapelle-Bertin";57;11;"CLASSE 5";"F"
"43058";"La Chapelle-d'Aurec";920;12;"CLASSE 2";"F"
"43059";"La Chapelle-Geneste";129;18;"CLASSE 4";"D"
"43060";"Charraix";87;9;"CLASSE 2";"B"
"43061";"Chaspinhac";764;16;"CLASSE 2";"D"
"43062";"Chaspuzac";714;10;"CLASSE 1";"E"
"43063";"Chassagnes";169;12;"CLASSE 3";"B"
"43064";"Chassignolles";74;18;"CLASSE 3";"A"
"43065";"Chastel";139;28;"CLASSE 1";"B"
"43066";"Chaudeyrolles";101;19;"CLASSE 1";"D"
"43067";"Chavaniac-Lafayette";275;8;"CLASSE 1";"E"
"43068";"Chazelles";40;5;"CLASSE 2";"B"
"43069";"Chenereilles";315;14;"CLASSE 5";"F"
"43070";"Chilhac";195;4;"CLASSE 3";"C"
"43071";"Chomelix";488;26;"CLASSE 3";"B"
"43072";"La Chomette";149;7;"CLASSE 4";"F"
"43073";"Cistrières";139;22;"CLASSE 5";"A"
"43074";"Cohade";826;10;"CLASSE 3";"B"
"43075";"Collat";87;10;"CLASSE 1";"B"
"43076";"Connangles";138;22;"CLASSE 1";"D"
"43077";"Costaros";632;4;"CLASSE 3";"B"
"43078";"Coubon";3075;23;"CLASSE 3";"E"
"43079";"Couteuges";304;10;"CLASSE 1";"F"
"43080";"Craponne-sur-Arzon";2196;33;"CLASSE 5";"B"
"43081";"Croisances";33;7;"CLASSE 4";"C"
"43082";"Cronce";86;16;"CLASSE 4";"F"
"43083";"Cubelles";141;12;"CLASSE 1";"D"
"43084";"Cussac-sur-Loire";1715;10;"CLASSE 4";"C"
"43085";"Desges";60;17;"CLASSE 1";"C"
"43086";"Domeyrat";203;10;"CLASSE 2";"E"
"43087";"Dunières";2898;35;"CLASSE 4";"C"
"43088";"Espalem";309;15;"CLASSE 1";"C"
"43089";"Espaly-Saint-Marcel";3511;6;"CLASSE 3";"C"
"43090";"Esplantas";99;10;"CLASSE 4";"B"
"43091";"Les Estables";341;34;"CLASSE 3";"B"
"43092";"Fay-sur-Lignon";395;13;"CLASSE 3";"F"
"43093";"Félines";283;21;"CLASSE 5";"E"
"43094";"Ferrussac";85;17;"CLASSE 4";"B"
"43095";"Fix-Saint-Geneys";141;8;"CLASSE 1";"F"
"43096";"Fontannes";1065;10;"CLASSE 5";"C"
"43097";"Freycenet-la-Cuche";114;16;"CLASSE 4";"A"
"43098";"Freycenet-la-Tour";110;8;"CLASSE 1";"B"
"43099";"Frugerès-les-Mines";527;1;"CLASSE 2";"F"
"43100";"Frugières-le-Pin";138;12;"CLASSE 5";"E"
"43101";"Goudet";56;5;"CLASSE 4";"F"
"43102";"Grazac";1034;22;"CLASSE 2";"C"
"43103";"Grenier-Montgon";116;5;"CLASSE 4";"F"
"43104";"Grèzes";207;36;"CLASSE 3";"D"
"43105";"Javaugues";200;7;"CLASSE 5";"D"
"43106";"Jax";139;12;"CLASSE 5";"F"
"43107";"Josat";82;12;"CLASSE 1";"F"
"43108";"Jullianges";461;18;"CLASSE 5";"A"
"43109";"Lafarre";63;13;"CLASSE 3";"D"
"43110";"Lamothe";841;12;"CLASSE 5";"B"
"43111";"Landos";926;37;"CLASSE 1";"F"
"43112";"Langeac";3906;34;"CLASSE 1";"C"
"43113";"Lantriac";1888;23;"CLASSE 5";"B"
"43114";"Lapte";1617;31;"CLASSE 4";"D"
"43115";"Laussonne";1011;25;"CLASSE 4";"A"
"43116";"Laval-sur-Doulon";64;12;"CLASSE 4";"C"
"43117";"Lavaudieu";228;18;"CLASSE 1";"E"
"43118";"Lavoûte-Chilhac";294;4;"CLASSE 3";"B"
"43119";"Lavoûte-sur-Loire";830;10;"CLASSE 2";"D"
"43120";"Lempdes-sur-Allagnon";1324;10;"CLASSE 5";"D"
"43121";"Léotoing";217;20;"CLASSE 2";"F"
"43122";"Lissac";264;12;"CLASSE 1";"C"
"43123";"Lorlanges";336;14;"CLASSE 1";"F"
"43124";"Loudes";882;24;"CLASSE 3";"D"
"43125";"Lubilhac";106;24;"CLASSE 2";"F"
"43126";"Malrevers";730;14;"CLASSE 3";"A"
"43127";"Malvalette";782;21;"CLASSE 3";"C"
"43128";"Malvières";135;14;"CLASSE 2";"E"
"43129";"Le Mas-de-Tence";182;13;"CLASSE 5";"C"
"43130";"Mazet-Saint-Voy";1150;45;"CLASSE 3";"C"
"43131";"Mazerat-Aurouze";214;16;"CLASSE 5";"C"
"43132";"Mazeyrat-d'Allier";1536;45;"CLASSE 2";"C"
"43133";"Mercoeur";138;28;"CLASSE 2";"C"
"43134";"Mézères";159;9;"CLASSE 2";"B"
"43135";"Le Monastier-sur-Gazeille";1777;39;"CLASSE 1";"C"
"43136";"Monistrol-d'Allier";213;27;"CLASSE 4";"A"
"43137";"Monistrol-sur-Loire";8789;48;"CLASSE 5";"B"
"43138";"Monlet";405;36;"CLASSE 1";"D"
"43139";"Montclard";62;10;"CLASSE 4";"D"
"43140";"Le Monteil";611;2;"CLASSE 2";"A"
"43141";"Montfaucon-en-Velay";1272;5;"CLASSE 3";"E"
"43142";"Montregard";605;40;"CLASSE 3";"C"
"43143";"Montusclat";134;10;"CLASSE 2";"F"
"43144";"Moudeyres";104;9;"CLASSE 5";"E"
"43145";"Ouides";55;11;"CLASSE 5";"A"
"43147";"Paulhac";658;8;"CLASSE 4";"A"
"43148";"Paulhaguet";916;11;"CLASSE 3";"F"
"43149";"Pébrac";125;18;"CLASSE 1";"E"
"43150";"Le Pertuis";430;12;"CLASSE 1";"F"
"43151";"Pinols";223;35;"CLASSE 2";"C"
"43152";"Polignac";2817;33;"CLASSE 1";"B"
"43153";"Pont-Salomon";1927;8;"CLASSE 5";"B"
"43154";"Pradelles";621;17;"CLASSE 1";"B"
"43155";"Prades";66;5;"CLASSE 2";"C"
"43156";"Présailles";142;22;"CLASSE 3";"C"
"43157";"Le Puy-en-Velay";18599;17;"CLASSE 2";"A"
"43158";"Queyrières";313;14;"CLASSE 2";"F"
"43159";"Raucoules";897;21;"CLASSE 4";"E"
"43160";"Rauret";175;21;"CLASSE 4";"F"
"43162";"Retournac";2788;46;"CLASSE 3";"D"
"43163";"Riotord";1189;52;"CLASSE 4";"D"
"43164";"Roche-en-Régnier";481;27;"CLASSE 4";"B"
"43165";"Rosières";1494;27;"CLASSE 3";"C"
"43166";"Saint-André-de-Chalencon";341;17;"CLASSE 3";"B"
"43167";"Saint-Arcons-d'Allier";202;16;"CLASSE 5";"A"
"43168";"Saint-Arcons-de-Barges";119;15;"CLASSE 3";"C"
"43169";"Saint-Austremoine";48;12;"CLASSE 4";"F"
"43170";"Saint-Beauzire";335;23;"CLASSE 4";"C"
"43171";"Saint-Bérain";83;13;"CLASSE 3";"C"
"43172";"Saint-Bonnet-le-Froid";244;13;"CLASSE 5";"C"
"43173";"Saint-Christophe-d'Allier";95;19;"CLASSE 3";"B"
"43174";"Saint-Christophe-sur-Dolaiso";960;27;"CLASSE 1";"C"
"43175";"Saint-Cirgues";155;14;"CLASSE 2";"F"
"43176";"Saint-Didier-d'Allier";36;8;"CLASSE 2";"A"
"43177";"Saint-Didier-en-Velay";3476;26;"CLASSE 3";"C"
"43178";"Saint-Didier-sur-Doulon";204;34;"CLASSE 1";"E"
"43180";"Saint-Étienne-du-Vigan";107;9;"CLASSE 1";"B"
"43181";"Saint-Étienne-Lardeyrol";722;12;"CLASSE 2";"E"
"43182";"Saint-Étienne-sur-Blesle";52;18;"CLASSE 3";"E"
"43183";"Sainte-Eugénie-de-Villeneuve";87;6;"CLASSE 1";"A"
"43184";"Saint-Ferréol-d'Auroure";2432;11;"CLASSE 4";"B"
"43185";"Sainte-Florine";3072;8;"CLASSE 4";"B"
"43186";"Saint-Front";440;52;"CLASSE 3";"B"
"43187";"Saint-Geneys-près-Saint-Paul";305;16;"CLASSE 2";"C"
"43188";"Saint-Georges-d'Aurac";458;17;"CLASSE 1";"A"
"43189";"Saint-Georges-Lagricol";509;19;"CLASSE 1";"F"
"43190";"Saint-Germain-Laprade";3471;28;"CLASSE 2";"C"
"43191";"Saint-Géron";249;11;"CLASSE 4";"A"
"43192";"Saint-Haon";333;38;"CLASSE 2";"A"
"43193";"Saint-Hilaire";173;15;"CLASSE 4";"D"
"43194";"Saint-Hostien";703;13;"CLASSE 2";"A"
"43195";"Saint-Ilpize";185;12;"CLASSE 5";"C"
"43196";"Saint-Jean-d'Aubrigoux";189;18;"CLASSE 5";"F"
"43197";"Saint-Jean-de-Nay";374;28;"CLASSE 3";"F"
"43198";"Saint-Jean-Lachalm";280;35;"CLASSE 5";"D"
"43199";"Saint-Jeures";937;34;"CLASSE 5";"F"
"43200";"Saint-Julien-Chapteuil";1873;28;"CLASSE 2";"F"
"43201";"Saint-Julien-d'Ance";241;18;"CLASSE 3";"B"
"43202";"Saint-Julien-des-Chazes";73;7;"CLASSE 5";"B"
"43203";"Saint-Julien-du-Pinet";452;17;"CLASSE 3";"F"
"43204";"Saint-Julien-Molhesabate";189;28;"CLASSE 3";"A"
"43205";"Saint-Just-Malmont";4164;23;"CLASSE 2";"B"
"43206";"Saint-Just-près-Brioude";435;47;"CLASSE 3";"A"
"43207";"Saint-Laurent-Chabreuges";238;8;"CLASSE 2";"C"
"43208";"Sainte-Marguerite";39;5;"CLASSE 4";"D"
"43210";"Saint-Martin-de-Fugères";197;21;"CLASSE 5";"A"
"43211";"Saint-Maurice-de-Lignon";2465;30;"CLASSE 5";"A"
"43212";"Saint-Pal-de-Chalencon";1027;29;"CLASSE 2";"B"
"43213";"Saint-Pal-de-Mons";2173;27;"CLASSE 1";"F"
"43214";"Saint-Pal-de-Senouire";106;18;"CLASSE 3";"C"
"43215";"Saint-Paul-de-Tartas";202;27;"CLASSE 4";"B"
"43216";"Saint-Paulien";2411;41;"CLASSE 3";"C"
"43217";"Saint-Pierre-du-Champ";503;31;"CLASSE 1";"E"
"43218";"Saint-Pierre-Eynac";1065;24;"CLASSE 1";"C"
"43219";"Saint-Préjet-Armandon";104;8;"CLASSE 1";"D"
"43220";"Saint-Préjet-d'Allier";164;24;"CLASSE 4";"B"
"43221";"Saint-Privat-d'Allier";391;30;"CLASSE 1";"B"
"43222";"Saint-Privat-du-Dragon";166;22;"CLASSE 1";"D"
"43223";"Saint-Romain-Lachalm";1073;19;"CLASSE 4";"B"
"43224";"Sainte-Sigolène";5962;31;"CLASSE 4";"E"
"43225";"Saint-Vénérand";51;10;"CLASSE 4";"A"
"43226";"Saint-Vert";110;21;"CLASSE 1";"E"
"43227";"Saint-Victor-Malescours";834;14;"CLASSE 2";"B"
"43228";"Saint-Victor-sur-Arlanc";95;12;"CLASSE 2";"D"
"43229";"Saint-Vidal";541;8;"CLASSE 4";"E"
"43230";"Saint-Vincent";977;20;"CLASSE 2";"B"
"43231";"Salettes";143;20;"CLASSE 2";"C"
"43232";"Salzuit";359;8;"CLASSE 2";"B"
"43233";"Sanssac-l'Église";1104;15;"CLASSE 1";"C"
"43234";"Saugues";1822;79;"CLASSE 2";"D"
"43236";"La Séauve-sur-Semène";1453;8;"CLASSE 3";"A"
"43237";"Sembadel";239;19;"CLASSE 1";"F"
"43238";"Séneujols";309;12;"CLASSE 5";"C"
"43239";"Siaugues-Sainte-Marie";792;40;"CLASSE 5";"B"
"43240";"Solignac-sous-Roche";221;9;"CLASSE 2";"B"
"43241";"Solignac-sur-Loire";1230;24;"CLASSE 4";"F"
"43242";"Tailhac";72;13;"CLASSE 5";"B"
"43244";"Tence";3158;52;"CLASSE 2";"C"
"43245";"Thoras";208;38;"CLASSE 4";"A"
"43246";"Tiranges";455;27;"CLASSE 2";"C"
"43247";"Torsiac";72;9;"CLASSE 3";"D"
"43249";"Valprivas";488;24;"CLASSE 3";"B"
"43250";"Vals-le-Chastel";45;4;"CLASSE 4";"A"
"43251";"Vals-près-le-Puy";3420;5;"CLASSE 3";"F"
"43252";"Varennes-Saint-Honorat";31;12;"CLASSE 4";"D"
"43253";"Les Vastres";209;30;"CLASSE 2";"E"
"43254";"Vazeilles-Limandre";254;12;"CLASSE 4";"B"
"43255";"Vazeilles-près-Saugues";40;7;"CLASSE 4";"A"
"43256";"Venteuges";358;39;"CLASSE 1";"C"
"43257";"Vergezac";423;20;"CLASSE 4";"E"
"43258";"Vergongheon";1857;13;"CLASSE 2";"A"
"43259";"Vernassal";381;19;"CLASSE 1";"F"
"43260";"Le Vernet";22;4;"CLASSE 2";"B"
"43261";"Vézézoux";554;7;"CLASSE 3";"E"
"43262";"Vieille-Brioude";1225;28;"CLASSE 3";"D"
"43263";"Vielprat";58;7;"CLASSE 2";"C"
"43264";"Villeneuve-d'Allier";324;14;"CLASSE 3";"F"
"43265";"Les Villettes";1239;12;"CLASSE 3";"A"
"43267";"Vorey";1434;39;"CLASSE 4";"F"
"43268";"Yssingeaux";7101;81;"CLASSE 5";"D"
"44001";"Abbaretz";1956;62;"CLASSE 3";"A"
"44002";"Aigrefeuille-sur-Maine";3414;15;"CLASSE 1";"B"
"44003";"Ancenis";7504;20;"CLASSE 1";"C"
"44004";"Anetz";1982;15;"CLASSE 4";"E"
"44005";"Arthon-en-Retz";3986;39;"CLASSE 2";"C"
"44006";"Assérac";1795;33;"CLASSE 5";"B"
"44007";"Avessac";2494;76;"CLASSE 2";"B"
"44008";"Barbechat";1320;12;"CLASSE 2";"A"
"44009";"Basse-Goulaine";8244;14;"CLASSE 5";"F"
"44010";"Batz-sur-Mer";3030;9;"CLASSE 3";"B"
"44011";"Belligné";1786;33;"CLASSE 1";"A"
"44012";"La Bernerie-en-Retz";2603;6;"CLASSE 5";"C"
"44013";"Besné";2750;18;"CLASSE 3";"B"
"44014";"Le Bignon";3454;28;"CLASSE 5";"F"
"44015";"Blain";9491;102;"CLASSE 3";"A"
"44016";"La Boissière-du-Doré";958;9;"CLASSE 5";"B"
"44017";"Bonnoeuvre";558;16;"CLASSE 3";"B"
"44018";"Bouaye";6160;14;"CLASSE 4";"A"
"44019";"Bouée";892;21;"CLASSE 3";"C"
"44020";"Bouguenais";18382;32;"CLASSE 3";"C"
"44021";"Bourgneuf-en-Retz";3504;53;"CLASSE 1";"B"
"44022";"Boussay";2692;26;"CLASSE 3";"A"
"44023";"Bouvron";2961;48;"CLASSE 1";"F"
"44024";"Brains";2587;15;"CLASSE 2";"E"
"44025";"Campbon";3866;50;"CLASSE 2";"F"
"44026";"Carquefou";18398;43;"CLASSE 2";"D"
"44027";"Casson";2101;16;"CLASSE 2";"D"
"44028";"Le Cellier";3726;36;"CLASSE 1";"D"
"44029";"La Chapelle-Basse-Mer";5221;22;"CLASSE 4";"F"
"44030";"La Chapelle-des-Marais";3901;18;"CLASSE 4";"C"
"44031";"La Chapelle-Glain";826;35;"CLASSE 4";"A"
"44032";"La Chapelle-Heulin";3209;13;"CLASSE 3";"C"
"44033";"La Chapelle-Launay";2803;25;"CLASSE 3";"E"
"44034";"La Chapelle-Saint-Sauveur";794;19;"CLASSE 1";"C"
"44035";"La Chapelle-sur-Erdre";17709;33;"CLASSE 5";"F"
"44036";"Châteaubriant";11905;34;"CLASSE 2";"E"
"44037";"Château-Thébaud";2926;18;"CLASSE 3";"D"
"44038";"Chauvé";2604;41;"CLASSE 5";"A"
"44039";"Cheix-en-Retz";913;8;"CLASSE 3";"A"
"44040";"Chéméré";2436;37;"CLASSE 4";"C"
"44041";"La Chevrolière";5164;33;"CLASSE 5";"D"
"44043";"Clisson";6633;11;"CLASSE 1";"D"
"44044";"Conquereuil";1061;33;"CLASSE 1";"B"
"44045";"Cordemais";3294;37;"CLASSE 5";"F"
"44046";"Corsept";2721;24;"CLASSE 1";"C"
"44047";"Couëron";19765;44;"CLASSE 1";"D"
"44048";"Couffé";2330;40;"CLASSE 1";"A"
"44049";"Le Croisic";4040;5;"CLASSE 5";"E"
"44050";"Crossac";2808;26;"CLASSE 2";"A"
"44051";"Derval";3422;64;"CLASSE 1";"B"
"44052";"Donges";7092;49;"CLASSE 3";"E"
"44053";"Drefféac";2031;14;"CLASSE 4";"F"
"44054";"Erbray";2945;58;"CLASSE 1";"F"
"44055";"La Baule-Escoublac";15474;22;"CLASSE 3";"C"
"44056";"Fay-de-Bretagne";3386;65;"CLASSE 1";"E"
"44057";"Fégréac";2317;44;"CLASSE 5";"B"
"44058";"Fercé";501;22;"CLASSE 1";"F"
"44059";"Fresnay-en-Retz";1249;20;"CLASSE 5";"C"
"44060";"Le Fresne-sur-Loire";977;6;"CLASSE 1";"A"
"44061";"Frossay";3078;57;"CLASSE 1";"B"
"44062";"Le Gâvre";1677;54;"CLASSE 4";"C"
"44063";"Gétigné";3499;24;"CLASSE 5";"C"
"44064";"Gorges";4404;16;"CLASSE 2";"C"
"44065";"Grand-Auverné";823;34;"CLASSE 5";"D"
"44066";"Grandchamps-des-Fontaines";5156;34;"CLASSE 1";"A"
"44067";"Guémené-Penfao";5209;106;"CLASSE 5";"E"
"44068";"Guenrouet";3222;70;"CLASSE 1";"D"
"44069";"Guérande";15722;81;"CLASSE 2";"F"
"44070";"La Haie-Fouassière";4399;12;"CLASSE 2";"E"
"44071";"Haute-Goulaine";5539;21;"CLASSE 4";"B"
"44072";"Herbignac";6175;71;"CLASSE 2";"D"
"44073";"Héric";5606;74;"CLASSE 5";"B"
"44074";"Indre";4032;5;"CLASSE 2";"E"
"44075";"Issé";1846;39;"CLASSE 5";"A"
"44076";"Jans";1226;33;"CLASSE 2";"B"
"44077";"Joué-sur-Erdre";2275;55;"CLASSE 1";"A"
"44078";"Juigné-des-Moutiers";351;25;"CLASSE 1";"D"
"44079";"Le Landreau";2883;24;"CLASSE 2";"E"
"44080";"Lavau-sur-Loire";750;16;"CLASSE 1";"F"
"44081";"Legé";4350;63;"CLASSE 3";"E"
"44082";"Ligné";4713;45;"CLASSE 1";"E"
"44083";"La Limouzinière";2231;30;"CLASSE 5";"E"
"44084";"Le Loroux-Bottereau";7609;45;"CLASSE 1";"B"
"44085";"Louisfert";918;18;"CLASSE 3";"B"
"44086";"Lusanger";1023;35;"CLASSE 4";"F"
"44087";"Machecoul";6013;67;"CLASSE 4";"D"
"44088";"Maisdon-sur-Sèvre";2809;17;"CLASSE 5";"A"
"44089";"Malville";3252;31;"CLASSE 4";"E"
"44090";"La Marne";1367;18;"CLASSE 4";"A"
"44091";"Marsac-sur-Don";1475;28;"CLASSE 3";"C"
"44092";"Massérac";687;19;"CLASSE 4";"D"
"44093";"Maumusson";1025;25;"CLASSE 2";"B"
"44094";"Mauves-sur-Loire";3106;15;"CLASSE 4";"B"
"44095";"La Meilleraye-de-Bretagne";1447;28;"CLASSE 2";"F"
"44096";"Mésanger";4571;50;"CLASSE 3";"B"
"44097";"Mesquer";1759;17;"CLASSE 3";"C"
"44098";"Missillac";5016;60;"CLASSE 2";"A"
"44099";"Moisdon-la-Rivière";1945;50;"CLASSE 2";"B"
"44100";"Monnières";1933;10;"CLASSE 4";"A"
"44101";"La Montagne";5981;4;"CLASSE 4";"B"
"44102";"Montbert";2986;28;"CLASSE 3";"E"
"44103";"Montoir-de-Bretagne";6950;37;"CLASSE 1";"E"
"44104";"Montrelais";850;14;"CLASSE 4";"B"
"44105";"Mouais";394;10;"CLASSE 5";"E"
"44106";"Les Moutiers-en-Retz";1421;10;"CLASSE 1";"F"
"44107";"Mouzeil";1857;19;"CLASSE 1";"E"
"44108";"Mouzillon";2676;17;"CLASSE 2";"D"
"44109";"Nantes";291604;65;"CLASSE 4";"E"
"44110";"Nort-sur-Erdre";8160;67;"CLASSE 3";"B"
"44111";"Notre-Dame-des-Landes";2008;37;"CLASSE 1";"B"
"44112";"Noyal-sur-Brutz";585;8;"CLASSE 5";"A"
"44113";"Nozay";3894;58;"CLASSE 3";"F"
"44114";"Orvault";24761;28;"CLASSE 5";"D"
"44115";"Oudon";3558;22;"CLASSE 1";"B"
"44116";"Paimboeuf";3228;2;"CLASSE 3";"C"
"44117";"Le Pallet";3111;12;"CLASSE 4";"C"
"44118";"Pannecé";1357;31;"CLASSE 2";"B"
"44119";"Paulx";1938;36;"CLASSE 2";"F"
"44120";"Le Pellerin";4607;31;"CLASSE 2";"A"
"44121";"Petit-Auverné";427;23;"CLASSE 5";"F"
"44122";"Petit-Mars";3520;26;"CLASSE 5";"E"
"44123";"Pierric";980;27;"CLASSE 2";"B"
"44124";"Le Pin";792;25;"CLASSE 1";"C"
"44125";"Piriac-sur-Mer";2173;12;"CLASSE 5";"D"
"44126";"La Plaine-sur-Mer";3929;16;"CLASSE 1";"E"
"44127";"La Planche";2452;24;"CLASSE 2";"A"
"44128";"Plessé";4895;104;"CLASSE 3";"C"
"44129";"Pontchâteau";9982;56;"CLASSE 3";"C"
"44130";"Pont-Saint-Martin";5658;22;"CLASSE 3";"E"
"44131";"Pornic";13937;94;"CLASSE 2";"A"
"44132";"Pornichet";10323;13;"CLASSE 1";"E"
"44133";"Port-Saint-Père";2820;33;"CLASSE 1";"B"
"44134";"Pouillé-les-Côteaux";951;12;"CLASSE 1";"F"
"44135";"Le Pouliguen";4810;4;"CLASSE 3";"E"
"44136";"Préfailles";1236;5;"CLASSE 2";"D"
"44137";"Prinquiau";3289;23;"CLASSE 3";"B"
"44138";"Puceul";1026;20;"CLASSE 5";"A"
"44139";"Quilly";1334;18;"CLASSE 1";"B"
"44140";"La Regrippière";1534;18;"CLASSE 2";"E"
"44141";"La Remaudière";1219;13;"CLASSE 3";"A"
"44142";"Remouillé";1740;21;"CLASSE 4";"F"
"44143";"Rezé";39377;14;"CLASSE 4";"B"
"44144";"Riaillé";2201;50;"CLASSE 5";"E"
"44145";"Rouans";2734;38;"CLASSE 5";"C"
"44146";"Rougé";2232;56;"CLASSE 3";"B"
"44147";"La Rouxière";1061;21;"CLASSE 2";"F"
"44148";"Ruffigné";712;34;"CLASSE 2";"C"
"44149";"Saffré";3680;57;"CLASSE 4";"E"
"44150";"Saint-Aignan-Grandlieu";3590;18;"CLASSE 5";"B"
"44151";"Saint-André-des-Eaux";5607;25;"CLASSE 4";"B"
"44152";"Sainte-Anne-sur-Brivet";2724;26;"CLASSE 3";"B"
"44153";"Saint-Aubin-des-Châteaux";1649;48;"CLASSE 3";"A"
"44154";"Saint-Brevin-les-Pins";13088;19;"CLASSE 5";"F"
"44155";"Saint-Colomban";3191;36;"CLASSE 5";"F"
"44156";"Corcoué-sur-Logne";2664;50;"CLASSE 5";"C"
"44157";"Saint-Étienne-de-Mer-Morte";1590;27;"CLASSE 2";"C"
"44158";"Saint-Étienne-de-Montluc";6635;58;"CLASSE 1";"A"
"44159";"Saint-Fiacre-sur-Maine";1165;6;"CLASSE 5";"C"
"44160";"Saint-Géréon";2779;8;"CLASSE 2";"F"
"44161";"Saint-Gildas-des-Bois";3534;33;"CLASSE 2";"C"
"44162";"Saint-Herblain";43287;30;"CLASSE 4";"F"
"44163";"Saint-Herblon";2458;37;"CLASSE 4";"B"
"44164";"Saint-Hilaire-de-Chaléons";2075;35;"CLASSE 4";"D"
"44165";"Saint-Hilaire-de-Clisson";2112;18;"CLASSE 5";"A"
"44166";"Saint-Jean-de-Boiseau";5344;11;"CLASSE 1";"F"
"44168";"Saint-Joachim";3960;86;"CLASSE 5";"F"
"44169";"Saint-Julien-de-Concelles";6782;32;"CLASSE 1";"A"
"44170";"Saint-Julien-de-Vouvantes";920;26;"CLASSE 4";"C"
"44171";"Saint-Léger-les-Vignes";1540;6;"CLASSE 4";"D"
"44172";"Sainte-Luce-sur-Loire";13452;11;"CLASSE 3";"F"
"44173";"Saint-Lumine-de-Clisson";2033;18;"CLASSE 1";"F"
"44174";"Saint-Lumine-de-Coutais";1969;18;"CLASSE 3";"C"
"44175";"Saint-Lyphard";4401;25;"CLASSE 5";"E"
"44176";"Saint-Malo-de-Guersac";3215;15;"CLASSE 5";"D"
"44178";"Saint-Mars-de-Coutais";2558;35;"CLASSE 5";"D"
"44179";"Saint-Mars-du-Désert";4221;30;"CLASSE 5";"E"
"44180";"Saint-Mars-la-Jaille";2427;20;"CLASSE 1";"F"
"44181";"Saint-Même-le-Tenu";1169;18;"CLASSE 1";"F"
"44182";"Saint-Michel-Chef-Chef";4503;25;"CLASSE 4";"D"
"44183";"Saint-Molf";2408;23;"CLASSE 2";"C"
"44184";"Saint-Nazaire";67940;47;"CLASSE 2";"F"
"44185";"Saint-Nicolas-de-Redon";3146;22;"CLASSE 5";"F"
"44186";"Sainte-Pazanne";5863;42;"CLASSE 1";"A"
"44187";"Saint-Père-en-Retz";4197;63;"CLASSE 4";"E"
"44188";"Saint-Philbert-de-Grand-Lieu";8434;59;"CLASSE 3";"E"
"44189";"Sainte-Reine-de-Bretagne";2202;20;"CLASSE 5";"E"
"44190";"Saint-Sébastien-sur-Loire";25655;12;"CLASSE 5";"B"
"44191";"Saint-Sulpice-des-Landes";677;31;"CLASSE 3";"A"
"44192";"Saint-Viaud";2264;33;"CLASSE 5";"E"
"44193";"Saint-Vincent-des-Landes";1508;34;"CLASSE 3";"F"
"44194";"Sautron";6989;17;"CLASSE 4";"F"
"44195";"Savenay";7945;26;"CLASSE 1";"E"
"44196";"Sévérac";1627;22;"CLASSE 1";"D"
"44197";"Sion-les-Mines";1710;55;"CLASSE 2";"E"
"44198";"Les Sorinières";7648;13;"CLASSE 4";"A"
"44199";"Soudan";1991;54;"CLASSE 4";"E"
"44200";"Soulvache";389;11;"CLASSE 2";"A"
"44201";"Sucé-sur-Erdre";6473;41;"CLASSE 1";"A"
"44202";"Teillé";1764;29;"CLASSE 1";"A"
"44203";"Le Temple-de-Bretagne";1865;2;"CLASSE 5";"C"
"44204";"Thouaré-sur-Loire";8398;13;"CLASSE 2";"B"
"44205";"Les Touches";2415;35;"CLASSE 5";"C"
"44206";"Touvois";1713;39;"CLASSE 4";"A"
"44207";"Trans-sur-Erdre";1014;23;"CLASSE 1";"A"
"44208";"Treffieux";824;19;"CLASSE 2";"D"
"44209";"Treillières";8136;29;"CLASSE 2";"C"
"44210";"Trignac";7153;14;"CLASSE 4";"D"
"44211";"La Turballe";4554;19;"CLASSE 5";"E"
"44212";"Vallet";8579;59;"CLASSE 2";"C"
"44213";"Varades";3563;46;"CLASSE 5";"E"
"44214";"Vay";2012;36;"CLASSE 4";"B"
"44215";"Vertou";22307;36;"CLASSE 5";"D"
"44216";"Vieillevigne";3929;52;"CLASSE 5";"D"
"44217";"Vigneux-de-Bretagne";5572;55;"CLASSE 4";"C"
"44218";"Villepot";655;21;"CLASSE 5";"D"
"44219";"Vritz";765;33;"CLASSE 2";"E"
